MNC5687700	[PF00569.7;ZZ]
MNC5688116	[PF03492.3;Methyltransf_7]
MNC5698271	[PF00996.7;GDI]
MNC5698274	[PF03069.4;FmdA_AmdA]
MNC5698275	[PF02170.9;PAZ]
MNC5688824	[PF01649.6;Ribosomal_S20p]
MNC5691889	[PF02046.5;COX6A]
MNC5693281	[PF01282.8;Ribosomal_S24e]
MNC5693286	[PF00005.12;ABC_tran]
MNC5693283	[PF01327.9;Pep_deformylase]
MNC5688548	[PF03195.4;DUF260]
MNC5697596	[PF00195.9;Chal_sti_synt_N]
MNC5697594	[PF00406.10;ADK]
MNC5688296	[PF03018.4;Dirigent]
MNC5688291	[PF00728.9;Glyco_hydro_20]
MNC5697592	[PF00149.14;Metallophos]
MNC5697271	[PF01370.8;Epimerase]
MNC5697728	[PF02866.5;Ldh_1_C]
MNC5697273	[PF00232.8;Glyco_hydro_1]
MNC5697274	[PF01215.8;COX5B]
MNC5697723	[PF00071.11;Ras]
MNC5697724	[PF00012.7;HSP70]
MNC5697720	[PF01287.8;eIF-5a]
MNC5697721	[PF00153.13;Mito_carr]
MNC5695547	[PF02704.4;GASA]
MNC5695548	[PF00106.12;adh_short]
MNC5695545	[PF00069.12;Pkinase]
MNC5695543	[PF03604.3;DNA_RNApol_7kD]
MNC5695544	[PF00046.15;Homeobox]
MNC5695542	[PF00125.10;Histone]
MNC5695539	[PF01217.9;Clat_adaptor_s]
MNC5693103	[PF02801.9;Ketoacyl-synt_C]
MNC5689958	[PF00326.8;Peptidase_S9]
MNC5689957	[PF00728.9;Glyco_hydro_20]
MNC5696948	[PF02298.7;Cu_bind_like]
MNC5696406	[PF02773.5;S-AdoMet_synt_C]
MNC5696400	[PF06764.1;DUF1223]
MNC5696402	[PF00025.10;Arf]
MNC5696939	[PF01090.7;Ribosomal_S19e]
MNC5696450	[PF01912.8;eIF-6]
MNC5696941	[PF03896.5;TRAP_alpha]
MNC5696456	[PF00025.10;Arf]
MNC5696455	[PF00069.12;Pkinase]
MNC5696946	[PF00190.10;Cupin_1]
MNC5696453	[PF00234.9;Tryp_alpha_amyl]
MNC5694748	[PF02427.5;PSI_PsaE]
MNC5694747	[PF03083.5;MtN3_slv]
MNC5697225	[PF01439.7;Metallothio_2]
MNC5694740	[PF03357.8;SNF7]
MNC5694742	[PF04970.3;NC]
MNC5694741	[PF00255.8;GSHPx]
MNC5694744	[PF05479.1;PsaN]
MNC5694743	[PF01095.8;Pectinesterase]
MNC5694745	[PF00244.8;14-3-3]
MNC5690677	[PF05042.3;Caleosin]
MNC5695408	[PF01398.9;Mov34]
MNC5690670	[PF04398.2;DUF538]
MNC5695402	[PF01849.6;NAC]
MNC5690672	[PF00271.16;Helicase_C]
MNC5695400	[PF00314.7;Thaumatin]
MNC5690674	[PF02773.5;S-AdoMet_synt_C]
MNC5695406	[PF06026.3;Rib_5-P_isom_A]
MNC5690144	[PF02065.8;Melibiase]
MNC5695404	[PF00294.11;PfkB]
MNC5696676	[PF01576.7;Myosin_tail_1]
MNC5696674	[PF00652.10;Ricin_B_lectin]
MNC5696669	[PF01602.9;Adaptin_N]
MNC5693007	[PF00326.8;Peptidase_S9]
MNC5693000	[PF00155.8;Aminotran_1_2]
MNC5692999	[PF00694.8;Aconitase_C]
MNC5693006	[PF00141.10;peroxidase]
MNC5691599	[PF00501.13;AMP-binding]
MNC5691601	[PF04398.2;DUF538]
MNC5691604	[PF03138.4;DUF246]
MNC5691606	[PF00355.14;Rieske]
MNC5691607	[PF03059.5;NAS]
MNC5689046	[PF02298.7;Cu_bind_like]
MNC5689311	[PF01161.9;PBP]
MNC5689309	[PF02298.7;Cu_bind_like]
MNC5689542	[PF00226.16;DnaJ]
MNC5689546	[PF07047.1;OPA3]
MNC5692751	[PF00191.7;Annexin]
MNC5691652	[PF01209.8;Ubie_methyltran]
MNC5691649	[PF02364.5;Glucan_synthase]
MNC5691650	[PF05096.2;Glu_cyclase_2]
MNC5691656	[PF00237.8;Ribosomal_L22]
MNC5693477	[PF02330.5;MAM33]
MNC5693478	[PF01553.9;Acyltransferase]
MNC5693469	[PF00939.8;Na_sulph_symp]
MNC5693474	[PF00011.8;HSP20]
MNC5693475	[PF00026.12;Asp]
MNC5693201	[PF00076.9;RRM_1]
MNC5693202	[PF00010.13;HLH]
MNC5697085	[PF03005.5;DUF231]
MNC5693205	[PF00916.9;Sulfate_transp]
MNC5693203	[PF04091.2;Sec15]
MNC5697081	[PF03095.4;PTPA]
MNC5689763	[PF03381.5;CDC50]
MNC5689764	[PF00171.9;Aldedh]
MNC5693207	[PF04056.3;Ssl1]
MNC5693208	[PF05664.1;DUF810]
MNC5697087	[PF00213.8;OSCP]
MNC5689762	[PF00251.8;Glyco_hydro_32]
MNC5697341	[PF00171.9;Aldedh]
MNC5697412	[PF02773.5;S-AdoMet_synt_C]
MNC5697411	[PF00071.11;Ras]
MNC5697409	[PF00031.9;Cystatin]
MNC5697416	[PF00044.10;Gp_dh_N]
MNC5697414	[PF06747.2;CHCH]
MNC5697413	[PF00067.10;p450]
MNC5691982	[PF00106.12;adh_short]
MNC5691980	[PF04043.3;PMEI]
MNC5691983	[PF05191.2;ADK_lid]
MNC5691988	[PF00459.13;Inositol_P]
MNC5692232	[PF00075.11;RnaseH]
MNC5692237	[PF02704.4;GASA]
MNC5694944	[PF07714.2;Pkinase_Tyr]
MNC5694943	[PF00257.8;Dehydrin]
MNC5694941	[PF01592.6;NifU_N]
MNC5694940	[PF03134.7;TB2_DP1_HVA22]
MNC5694948	[PF00235.7;Profilin]
MNC5697956	[PF05686.2;DUF821]
MNC5697958	[PF04471.2;Mrr_cat]
MNC5690763	[PF00274.8;Glycolytic]
MNC5693900	[PF03465.3;eRF1_3]
MNC5693899	[PF03016.4;Exostosin]
MNC5693906	[PF00234.9;Tryp_alpha_amyl]
MNC5696693	[PF00234.9;Tryp_alpha_amyl]
MNC5691050	[PF00125.10;Histone]
MNC5691053	[PF00180.7;Iso_dh]
MNC5688535	[PF01583.7;APS_kinase]
MNC5688536	[PF01439.7;Metallothio_2]
MNC5691057	[PF00044.10;Gp_dh_N]
MNC5690601	[PF00305.7;Lipoxygenase]
MNC5691378	[PF00240.11;ubiquitin]
MNC5691374	[PF03095.4;PTPA]
MNC5691376	[PF00300.10;PGAM]
MNC5691370	[PF05633.1;DUF793]
MNC5691371	[PF01048.8;PNP_UDP_1]
MNC5695280	[PF02887.4;PK_C]
MNC5695279	[PF03604.3;DNA_RNApol_7kD]
MNC5695284	[PF01357.9;Pollen_allerg_1]
MNC5690369	[PF06916.2;DUF1279]
MNC5690370	[PF04137.5;ERO1]
MNC5690843	[PF01423.10;LSM]
MNC5690844	[PF00416.10;Ribosomal_S13]
MNC5690373	[PF00125.10;Histone]
MNC5690839	[PF00406.10;ADK]
MNC5695861	[PF01040.7;UbiA]
MNC5690378	[PF02714.5;DUF221]
MNC5695868	[PF00125.10;Histone]
MNC5689218	[PF06644.1;ATP11]
MNC5689213	[PF00182.8;Glyco_hydro_19]
MNC5689216	[PF00931.11;NB-ARC]
MNC5689215	[PF02410.5;DUF143]
MNC5694134	[PF02458.5;Transferase]
MNC5694131	[PF01501.8;Glyco_transf_8]
MNC5694132	[PF00005.12;ABC_tran]
MNC5694129	[PF01169.8;UPF0016]
MNC5694130	[PF01251.7;Ribosomal_S7e]
MNC5694137	[PF04782.2;DUF632]
MNC5694138	[PF02882.7;THF_DHG_CYH_C]
MNC5692570	[PF00891.7;Methyltransf_2]
MNC5692192	[PF00450.10;Peptidase_S10]
MNC5694709	[PF00091.14;Tubulin]
MNC5692576	[PF00240.11;ubiquitin]
MNC5694714	[PF01124.7;MAPEG]
MNC5693259	[PF07731.1;Cu-oxidase_2]
MNC5693262	[PF03360.5;Glyco_transf_43]
MNC5693261	[PF02797.5;Chal_sti_synt_C]
MNC5688234	[PF05512.1;AWPM-19]
MNC5695877	[PF03283.3;PAE]
MNC5688230	[PF00067.10;p450]
MNC5695878	[PF00107.13;ADH_zinc_N]
MNC5697257	[PF05562.1;WCOR413]
MNC5697258	[PF02847.6;MA3]
MNC5697747	[PF00234.9;Tryp_alpha_amyl]
MNC5697742	[PF00235.7;Profilin]
MNC5697739	[PF00411.7;Ribosomal_S11]
MNC5697740	[PF00113.9;Enolase_C]
MNC5697253	[PF02773.5;S-AdoMet_synt_C]
MNC5697254	[PF00225.11;Kinesin]
MNC5690388	[PF00800.8;PDT]
MNC5693064	[PF00257.8;Dehydrin]
MNC5693062	[PF04674.2;Phi_1]
MNC5693059	[PF00149.14;Metallophos]
MNC5695124	[PF03079.4;ARD]
MNC5696438	[PF01569.9;PAP2]
MNC5696437	[PF03081.5;Exo70]
MNC5696434	[PF00288.11;GHMP_kinases]
MNC5696433	[PF01912.8;eIF-6]
MNC5696436	[PF00071.11;Ras]
MNC5696435	[PF07939.1;DUF1685]
MNC5696430	[PF00334.7;NDK]
MNC5696432	[PF03171.8;2OG-FeII_Oxy]
MNC5696431	[PF00183.8;HSP90]
MNC5690127	[PF00702.11;Hydrolase]
MNC5690124	[PF01762.10;Galactosyl_T]
MNC5690119	[PF05212.2;DUF707]
MNC5696689	[PF00338.9;Ribosomal_S10]
MNC5693905	[PF00808.11;CBFD_NFYB_HMF]
MNC5693907	[PF02867.4;Ribonuc_red_lgC]
MNC5693493	[PF00411.7;Ribosomal_S11]
MNC5689522	[PF00702.11;Hydrolase]
MNC5689520	[PF05042.3;Caleosin]
MNC5689524	[PF04844.2;DUF623]
MNC5687471	[PF00012.7;HSP70]
MNC5689527	[PF04398.2;DUF538]
MNC5695119	[PF00026.12;Asp]
MNC5695120	[PF06830.1;Root_cap]
MNC5695121	[PF00249.16;Myb_DNA-binding]
MNC5691677	[PF00481.9;PP2C]
MNC5691678	[PF00069.12;Pkinase]
MNC5695125	[PF00069.12;Pkinase]
MNC5695128	[PF00069.12;Pkinase]
MNC5691669	[PF00657.10;Lipase_GDSL]
MNC5691672	[PF00022.7;Actin]
MNC5697022	[PF00705.8;PCNA_N]
MNC5697021	[PF03151.5;DUF250]
MNC5697020	[PF00010.13;HLH]
MNC5697019	[PF00071.11;Ras]
MNC5697026	[PF00306.12;ATP-synt_ab_C]
MNC5697025	[PF00504.11;Chloroa_b-bind]
MNC5697024	[PF00578.7;AhpC-TSA]
MNC5697023	[PF00276.9;Ribosomal_L23]
MNC5697028	[PF00076.9;RRM_1]
MNC5689783	[PF00996.7;GDI]
MNC5689784	[PF00289.10;CPSase_L_chain]
MNC5689781	[PF01439.7;Metallothio_2]
MNC5689779	[PF05512.1;AWPM-19]
MNC5689788	[PF00190.10;Cupin_1]
MNC5691924	[PF00565.7;SNase]
MNC5691925	[PF07714.2;Pkinase_Tyr]
MNC5692256	[PF00076.9;RRM_1]
MNC5692252	[PF00271.16;Helicase_C]
MNC5694928	[PF01090.7;Ribosomal_S19e]
MNC5694919	[PF00067.10;p450]
MNC5694921	[PF04043.3;PMEI]
MNC5694924	[PF00752.7;XPG_N]
MNC5692321	[PF04970.3;NC]
MNC5694925	[PF00106.12;adh_short]
MNC5697937	[PF00320.14;GATA]
MNC5697933	[PF04396.3;DUF537]
MNC5697936	[PF05116.2;S6PP]
MNC5697930	[PF01301.8;Glyco_hydro_35]
MNC5697929	[PF00201.8;UDPGT]
MNC5697932	[PF00258.11;Flavodoxin_1]
MNC5697931	[PF00004.15;AAA]
MNC5688700	[PF01145.11;Band_7]
MNC5688701	[PF06552.1;TOM20_plant]
MNC5688704	[PF00564.10;PB1]
MNC5688706	[PF00046.15;Homeobox]
MNC5696106	[PF02496.5;ABA_WDS]
MNC5696101	[PF00071.11;Ras]
MNC5696102	[PF01780.8;Ribosomal_L37ae]
MNC5689906	[PF01439.7;Metallothio_2]
MNC5689904	[PF04199.2;Cyclase]
MNC5689902	[PF04117.2;Mpv17_PMP22]
MNC5688557	[PF00319.8;SRF-TF]
MNC5691035	[PF00067.10;p450]
MNC5691033	[PF05608.1;DUF778]
MNC5691034	[PF00248.9;Aldo_ket_red]
MNC5691351	[PF00658.7;PABP]
MNC5691350	[PF01439.7;Metallothio_2]
MNC5691358	[PF00022.7;Actin]
MNC5696906	[PF01636.9;APH]
MNC5696903	[PF00935.8;Ribosomal_L44]
MNC5696899	[PF04718.4;ATP-synt_G]
MNC5696907	[PF05042.3;Caleosin]
MNC5691502	[PF02797.5;Chal_sti_synt_C]
MNC5691506	[PF01940.6;DUF92]
MNC5690615	[PF07731.1;Cu-oxidase_2]
MNC5690616	[PF00160.10;Pro_isomerase]
MNC5690614	[PF00403.13;HMA]
MNC5690611	[PF00155.8;Aminotran_1_2]
MNC5690612	[PF00240.11;ubiquitin]
MNC5692842	[PF00069.12;Pkinase]
MNC5692843	[PF00004.15;AAA]
MNC5692844	[PF00400.17;WD40]
MNC5694704	[PF00505.7;HMG_box]
MNC5687221	[PF00201.8;UDPGT]
MNC5694700	[PF00097.10;zf-C3HC4]
MNC5688430	[PF00810.8;ER_lumen_recept]
MNC5690398	[PF00400.17;WD40]
MNC5695848	[PF00722.9;Glyco_hydro_16]
MNC5690389	[PF00152.8;tRNA-synt_2]
MNC5690395	[PF02298.7;Cu_bind_like]
MNC5695841	[PF00514.10;Arm]
MNC5695840	[PF00578.7;AhpC-TSA]
MNC5688437	[PF01439.7;Metallothio_2]
MNC5694823	[PF01477.9;PLAT]
MNC5694825	[PF00538.7;Linker_histone]
MNC5695975	[PF00378.8;ECH]
MNC5695795	[PF01596.7;Methyltransf_3]
MNC5693248	[PF00627.16;UBA]
MNC5693247	[PF03181.5;BURP]
MNC5693246	[PF02733.5;Dak1]
MNC5693245	[PF00505.7;HMG_box]
MNC5693243	[PF02900.7;LigB]
MNC5693242	[PF04755.2;PAP_fibrillin]
MNC5693239	[PF01650.6;Peptidase_C13]
MNC5689349	[PF03486.3;HI0933_like]
MNC5691444	[PF03194.5;LUC7]
MNC5688250	[PF07859.1;Abhydrolase_3]
MNC5688255	[PF00282.7;Pyridoxal_deC]
MNC5688258	[PF02704.4;GASA]
MNC5688257	[PF00332.8;Glyco_hydro_17]
MNC5688967	[PF02704.4;GASA]
MNC5697759	[PF01466.7;Skp1]
MNC5697761	[PF06814.2;Lung_7-TM_R]
MNC5697234	[PF03552.3;Cellulose_synt]
MNC5697763	[PF00736.8;EF1_GNE]
MNC5697765	[PF00670.10;AdoHcyase_NAD]
MNC5697230	[PF00125.10;Histone]
MNC5697767	[PF01360.9;Monooxygenase]
MNC5697237	[PF00342.7;PGI]
MNC5688016	[PF00125.10;Histone]
MNC5696766	[PF00676.9;E1_dh]
MNC5696765	[PF00410.7;Ribosomal_S8]
MNC5690448	[PF02450.5;LACT]
MNC5698185	[PF00221.7;PAL]
MNC5698184	[PF00394.11;Cu-oxidase]
MNC5698182	[PF00764.7;Arginosuc_synth]
MNC5698180	[PF02445.5;NadA]
MNC5698187	[PF00085.8;Thioredoxin]
MNC5696496	[PF00240.11;ubiquitin]
MNC5696495	[PF00145.7;DNA_methylase]
MNC5696494	[PF00227.13;Proteasome]
MNC5689462	[PF00234.9;Tryp_alpha_amyl]
MNC5696498	[PF00183.8;HSP90]
MNC5696497	[PF02797.5;Chal_sti_synt_C]
MNC5692335	[PF00085.8;Thioredoxin]
MNC5697753	[PF01027.10;UPF0005]
MNC5692331	[PF00491.11;Arginase]
MNC5696717	[PF00240.11;ubiquitin]
MNC5696712	[PF01399.12;PCI]
MNC5696710	[PF01282.8;Ribosomal_S24e]
MNC5696709	[PF00903.12;Glyoxalase]
MNC5696715	[PF02797.5;Chal_sti_synt_C]
MNC5696713	[PF00378.8;ECH]
MNC5690181	[PF00722.9;Glyco_hydro_16]
MNC5690180	[PF00004.15;AAA]
MNC5690179	[PF00849.10;PseudoU_synth_2]
MNC5693433	[PF00348.7;polyprenyl_synt]
MNC5693436	[PF00227.13;Proteasome]
MNC5693429	[PF00566.8;TBC]
MNC5693430	[PF03143.5;GTP_EFTU_D3]
MNC5689586	[PF00080.8;Sod_Cu]
MNC5689588	[PF01016.7;Ribosomal_L27]
MNC5695148	[PF02716.4;Isoflavone_redu]
MNC5695140	[PF00450.10;Peptidase_S10]
MNC5695145	[PF01636.9;APH]
MNC5691695	[PF01398.9;Mov34]
MNC5691694	[PF00071.11;Ras]
MNC5691692	[PF04564.3;U-box]
MNC5691690	[PF04640.3;DUF597]
MNC5697048	[PF02773.5;S-AdoMet_synt_C]
MNC5697047	[PF03552.3;Cellulose_synt]
MNC5697040	[PF03650.3;UPF0041]
MNC5697039	[PF01241.7;PSI_PSAK]
MNC5697042	[PF00240.11;ubiquitin]
MNC5697041	[PF00582.13;Usp]
MNC5697044	[PF01168.8;Ala_racemase_N]
MNC5697046	[PF01598.7;Sterol_desat]
MNC5689800	[PF04193.4;PQ-loop]
MNC5689801	[PF00067.10;p450]
MNC5695755	[PF02797.5;Chal_sti_synt_C]
MNC5694111	[PF00106.12;adh_short]
MNC5694110	[PF04791.5;LMBR1]
MNC5694114	[PF00067.10;p450]
MNC5694113	[PF02298.7;Cu_bind_like]
MNC5694117	[PF01738.6;DLH]
MNC5690802	[PF05542.1;DUF760]
MNC5690800	[PF01564.6;Spermine_synth]
MNC5690806	[PF00190.10;Cupin_1]
MNC5690805	[PF05033.5;Pre-SET]
MNC5690804	[PF00069.12;Pkinase]
MNC5690808	[PF03009.7;GDPD]
MNC5690807	[PF00234.9;Tryp_alpha_amyl]
MNC5692058	[PF02826.5;2-Hacid_dh_C]
MNC5692805	[PF00847.8;AP2]
MNC5692800	[PF00234.9;Tryp_alpha_amyl]
MNC5692051	[PF00240.11;ubiquitin]
MNC5692049	[PF02716.4;Isoflavone_redu]
MNC5692056	[PF00582.13;Usp]
MNC5692054	[PF00415.8;RCC1]
MNC5692053	[PF01693.6;Cauli_VI]
MNC5694340	[PF00010.13;HLH]
MNC5694342	[PF03547.6;Auxin_eff]
MNC5691948	[PF03479.4;DUF296]
MNC5691945	[PF00083.11;Sugar_tr]
MNC5691943	[PF03138.4;DUF246]
MNC5691944	[PF00069.12;Pkinase]
MNC5697534	[PF00201.8;UDPGT]
MNC5691940	[PF00141.10;peroxidase]
MNC5692273	[PF03669.3;UPF0139]
MNC5692272	[PF00789.9;UBX]
MNC5692914	[PF07731.1;Cu-oxidase_2]
MNC5697708	[PF03719.3;Ribosomal_S5_C]
MNC5697707	[PF00573.9;Ribosomal_L4]
MNC5697703	[PF00155.8;Aminotran_1_2]
MNC5697706	[PF00036.17;efhand]
MNC5697705	[PF01778.6;Ribosomal_L28e]
MNC5697700	[PF00071.11;Ras]
MNC5697699	[PF00544.8;Pec_lyase_C]
MNC5697702	[PF02773.5;S-AdoMet_synt_C]
MNC5697701	[PF00736.8;EF1_GNE]
MNC5695364	[PF04893.5;Yip1]
MNC5695453	[PF03953.6;Tubulin_C]
MNC5696024	[PF00240.11;ubiquitin]
MNC5695362	[PF00582.13;Usp]
MNC5690846	[PF00503.9;G-alpha]
MNC5695360	[PF00210.10;Ferritin]
MNC5698099	[PF02483.5;SMC_C]
MNC5698101	[PF00149.14;Metallophos]
MNC5698102	[PF00069.12;Pkinase]
MNC5695749	[PF00344.7;SecY]
MNC5697992	[PF03105.8;SPX]
MNC5697995	[PF00067.10;p450]
MNC5697993	[PF03138.4;DUF246]
MNC5697201	[PF01126.10;Heme_oxygenase]
MNC5697675	[PF00085.8;Thioredoxin]
MNC5688577	[PF00195.9;Chal_sti_synt_N]
MNC5691093	[PF03635.5;Vps35]
MNC5688576	[PF05153.5;DUF706]
MNC5688569	[PF00826.7;Ribosomal_L10e]
MNC5691090	[PF05724.1;TPMT]
MNC5688572	[PF04770.2;ZF-HD_dimer]
MNC5691337	[PF00571.15;CBS]
MNC5691330	[PF03360.5;Glyco_transf_43]
MNC5691332	[PF00689.9;Cation_ATPase_C]
MNC5691333	[PF04725.2;PsbR]
MNC5693803	[PF00076.9;RRM_1]
MNC5693805	[PF00378.8;ECH]
MNC5693799	[PF00407.8;Bet_v_I]
MNC5693800	[PF03018.4;Dirigent]
MNC5696880	[PF00285.10;Citrate_synt]
MNC5696882	[PF03514.3;GRAS]
MNC5693807	[PF00403.13;HMA]
MNC5693808	[PF00348.7;polyprenyl_synt]
MNC5694542	[PF00101.8;RuBisCO_small]
MNC5694546	[PF01966.9;HD]
MNC5694543	[PF02681.4;DUF212]
MNC5690597	[PF00274.8;Glycolytic]
MNC5690590	[PF00902.7;TatC]
MNC5690592	[PF01073.7;3Beta_HSD]
MNC5690595	[PF00257.8;Dehydrin]
MNC5697669	[PF00238.9;Ribosomal_L14]
MNC5692828	[PF01429.9;MBD]
MNC5692822	[PF06454.1;DUF1084]
MNC5692820	[PF00702.11;Hydrolase]
MNC5692825	[PF00022.7;Actin]
MNC5692826	[PF00069.12;Pkinase]
MNC5694688	[PF06957.1;COPI_C]
MNC5694680	[PF00085.8;Thioredoxin]
MNC5694684	[PF00125.10;Histone]
MNC5690338	[PF01459.7;Porin_3]
MNC5690333	[PF03643.4;Vps26]
MNC5695824	[PF01169.8;UPF0016]
MNC5695826	[PF00010.13;HLH]
MNC5695828	[PF03151.5;DUF250]
MNC5693565	[PF00240.11;ubiquitin]
MNC5689062	[PF00201.8;UDPGT]
MNC5689061	[PF00234.9;Tryp_alpha_amyl]
MNC5689059	[PF01423.10;LSM]
MNC5689063	[PF04842.2;DUF639]
MNC5689068	[PF05512.1;AWPM-19]
MNC5690277	[PF00070.14;Pyr_redox]
MNC5688052	[PF00257.8;Dehydrin]
MNC5688050	[PF00011.8;HSP20]
MNC5693220	[PF00067.10;p450]
MNC5693221	[PF01979.7;Amidohydro_1]
MNC5693195	[PF00643.12;zf-B_box]
MNC5693228	[PF00011.8;HSP20]
MNC5697559	[PF00082.10;Peptidase_S8]
MNC5697560	[PF04725.2;PsbR]
MNC5697113	[PF00004.15;AAA]
MNC5697566	[PF00227.13;Proteasome]
MNC5697115	[PF03552.3;Cellulose_synt]
MNC5688799	[PF01237.8;Oxysterol_BP]
MNC5688801	[PF00891.7;Methyltransf_2]
MNC5688805	[PF00106.12;adh_short]
MNC5697788	[PF02453.7;Reticulon]
MNC5697785	[PF00179.14;UQ_con]
MNC5697783	[PF00085.8;Thioredoxin]
MNC5697784	[PF00203.8;Ribosomal_S19]
MNC5697781	[PF00160.10;Pro_isomerase]
MNC5697782	[PF00240.11;ubiquitin]
MNC5695675	[PF00400.17;WD40]
MNC5695676	[PF00410.7;Ribosomal_S8]
MNC5691781	[PF00249.16;Myb_DNA-binding]
MNC5698163	[PF00891.7;Methyltransf_2]
MNC5697364	[PF00107.13;ADH_zinc_N]
MNC5696477	[PF04144.3;SCAMP]
MNC5696347	[PF03360.5;Glyco_transf_43]
MNC5696342	[PF03953.6;Tubulin_C]
MNC5696341	[PF03911.5;Sec61_beta]
MNC5696340	[PF00190.10;Cupin_1]
MNC5696471	[PF05093.2;DUF689]
MNC5696346	[PF00097.10;zf-C3HC4]
MNC5696345	[PF00515.14;TPR_1]
MNC5696344	[PF01336.10;tRNA_anti]
MNC5688367	[PF00722.9;Glyco_hydro_16]
MNC5695518	[PF00076.9;RRM_1]
MNC5690159	[PF02800.6;Gp_dh_C]
MNC5695509	[PF05703.1;DUF828]
MNC5690161	[PF02410.5;DUF143]
MNC5695344	[PF00574.10;CLP_protease]
MNC5690166	[PF01486.7;K-box]
MNC5693458	[PF00891.7;Methyltransf_2]
MNC5693456	[PF00085.8;Thioredoxin]
MNC5693451	[PF01925.8;DUF81]
MNC5693449	[PF00071.11;Ras]
MNC5695513	[PF00230.8;MIP]
MNC5689568	[PF00416.10;Ribosomal_S13]
MNC5689250	[PF04885.2;Stig1]
MNC5689563	[PF00777.8;Glyco_transf_29]
MNC5689562	[PF01202.8;SKI]
MNC5689256	[PF00295.7;Glyco_hydro_28]
MNC5695168	[PF03720.3;UDPG_MGDP_dh_C]
MNC5695163	[PF03059.5;NAS]
MNC5695159	[PF03208.6;PRA1]
MNC5695161	[PF05063.3;MT-A70]
MNC5691712	[PF00450.10;Peptidase_S10]
MNC5694102	[PF00332.8;Glyco_hydro_17]
MNC5687436	[PF03650.3;UPF0041]
MNC5687162	[PF00106.12;adh_short]
MNC5687168	[PF00400.17;WD40]
MNC5692037	[PF00071.11;Ras]
MNC5692034	[PF05060.3;MGAT2]
MNC5692029	[PF06708.1;DUF1195]
MNC5692032	[PF04669.2;DUF579]
MNC5692031	[PF00177.9;Ribosomal_S7]
MNC5694368	[PF00195.9;Chal_sti_synt_N]
MNC5694364	[PF00072.10;Response_reg]
MNC5694362	[PF03917.6;GSH_synth_ATP]
MNC5694360	[PF04893.5;Yip1]
MNC5692290	[PF00847.8;AP2]
MNC5692292	[PF02265.6;S1-P1_nuclease]
MNC5692291	[PF06814.2;Lung_7-TM_R]
MNC5692294	[PF01399.12;PCI]
MNC5695671	[PF02984.5;Cyclin_C]
MNC5695355	[PF00121.7;TIM]
MNC5696683	[PF00280.7;potato_inhibit]
MNC5692407	[PF02773.5;S-AdoMet_synt_C]
MNC5693913	[PF02036.5;SCP2]
MNC5688593	[PF02140.7;Gal_Lectin]
MNC5691071	[PF01434.6;Peptidase_M41]
MNC5693915	[PF00240.11;ubiquitin]
MNC5691069	[PF01128.8;IspD]
MNC5696680	[PF02792.4;Mago_nashi]
MNC5688598	[PF00076.9;RRM_1]
MNC5697422	[PF00538.7;Linker_histone]
MNC5697419	[PF00428.7;Ribosomal_60s]
MNC5689868	[PF03169.5;OPT]
MNC5695674	[PF00544.8;Pec_lyase_C]
MNC5689860	[PF00125.10;Histone]
MNC5689865	[PF00106.12;adh_short]
MNC5695817	[PF00282.7;Pyridoxal_deC]
MNC5695813	[PF00085.8;Thioredoxin]
MNC5695816	[PF03665.3;UPF0172]
MNC5696861	[PF02990.5;EMP70]
MNC5696859	[PF01090.7;Ribosomal_S19e]
MNC5696865	[PF00182.8;Glyco_hydro_19]
MNC5694526	[PF00141.10;peroxidase]
MNC5694525	[PF00248.9;Aldo_ket_red]
MNC5694519	[PF00364.9;Biotin_lipoyl]
MNC5694527	[PF02298.7;Cu_bind_like]
MNC5694661	[PF01717.6;Methionine_synt]
MNC5694659	[PF00412.9;LIM]
MNC5694660	[PF00076.9;RRM_1]
MNC5694665	[PF07690.3;MFS_1]
MNC5694663	[PF05512.1;AWPM-19]
MNC5690104	[PF00171.9;Aldedh]
MNC5690105	[PF00582.13;Usp]
MNC5690106	[PF07876.1;Dabb]
MNC5690100	[PF01434.6;Peptidase_M41]
MNC5690102	[PF00408.9;PGM_PMM_IV]
MNC5690576	[PF07320.1;Hin1]
MNC5690577	[PF07942.1;N2227]
MNC5696169	[PF00789.9;UBX]
MNC5696172	[PF07915.1;PRKCSH]
MNC5692888	[PF07393.1;Sec10]
MNC5696176	[PF00673.9;Ribosomal_L5_C]
MNC5696177	[PF03145.6;Sina]
MNC5692884	[PF02458.5;Transferase]
MNC5692879	[PF00149.14;Metallophos]
MNC5692880	[PF00224.9;PK]
MNC5690355	[PF00083.11;Sugar_tr]
MNC5690904	[PF01556.7;DnaJ_C]
MNC5690906	[PF01070.7;FMN_dh]
MNC5690900	[PF00730.12;HhH-GPD]
MNC5690350	[PF00106.12;adh_short]
MNC5689700	[PF00432.9;Prenyltrans]
MNC5689699	[PF01251.7;Ribosomal_S7e]
MNC5689702	[PF01593.10;Amino_oxidase]
MNC5689705	[PF00107.13;ADH_zinc_N]
MNC5689708	[PF00504.11;Chloroa_b-bind]
MNC5691754	[PF00400.17;WD40]
MNC5691753	[PF00294.11;PfkB]
MNC5691758	[PF02622.5;DUF179]
MNC5693610	[PF03000.4;NPH3]
MNC5693612	[PF00722.9;Glyco_hydro_16]
MNC5693614	[PF00234.9;Tryp_alpha_amyl]
MNC5693613	[PF00155.8;Aminotran_1_2]
